condition,seed,checkpoint,panel,map_seed,time_bucket,states,action_values,winnable_states,impossible_states,optimal_winnable_actions,abs_error_sum,squared_error_sum,signed_error_sum,action_regret_sum,winnable_regret_sum,impossible_regret_sum,mean_abs_q_error,rmse_q_error,q95_abs_q_error,mean_signed_q_bias,optimal_action_rate,mean_action_regret,winnable_mean_action_regret,impossible_action_regret
exhaustive,0,0,train,300002,all,640,2560,599,41,299,2344.9905955789227,2333.799048372857,-2341.4540181208718,26.46455861686656,26.46455861686656,0.0,0.9160119513980167,0.9547985406726632,1.0161058181379263,-0.9146304758284656,0.4991652754590985,0.041350872838854004,0.044181233083249685,0.0
exhaustive,0,0,train,300002,1-8,160,640,119,41,59,431.59852329890066,407.0168232969005,-428.06194584085006,14.772559413411582,14.772559413411582,0.0,0.6743726926545323,0.7974733766097819,1.0127014175936853,-0.6688467903763282,0.4957983193277311,0.09232849633382238,0.1241391547345511,0.0
exhaustive,0,0,train,300002,9-16,160,640,160,0,80,637.3715411825386,641.3384802814328,-637.3715411825386,3.8973330678183267,3.8973330678183267,0.0,0.9958930330977166,1.0010451415594297,1.015855164576794,-0.9958930330977166,0.5,0.02435833167386454,0.02435833167386454,
exhaustive,0,0,train,300002,17-24,160,640,160,0,80,637.764433993986,642.200516286013,-637.764433993986,3.8973330678183267,3.8973330678183267,0.0,0.9965069281156032,1.0017176781393524,1.0162445795559387,-0.9965069281156032,0.5,0.02435833167386454,0.02435833167386454,
exhaustive,0,0,train,300002,25-32,160,640,160,0,80,638.2560971034972,643.2432285085108,-638.2560971034972,3.8973330678183267,3.8973330678183267,0.0,0.9972751517242143,1.0025305703790524,1.016876587441663,-0.9972751517242143,0.5,0.02435833167386454,0.02435833167386454,
exhaustive,0,0,train,300003,all,640,2560,583,57,53,2318.061891826783,2310.2394637580483,-2315.8789693884673,54.80118454991972,54.801184549919725,0.0,0.905492926494837,0.9499669944426952,1.0377963159830497,-0.9046402224173701,0.09090909090909091,0.08562685085924956,0.09399860128631171,0.0
exhaustive,0,0,train,300003,1-8,160,640,103,57,5,389.12624976097675,354.29698439154845,-386.94332732266105,30.231831039426105,30.231831039426105,0.0,0.6080097652515262,0.744035643038554,1.0133575798930876,-0.6045989489416579,0.04854368932038835,0.18894894399641315,0.2935129227128748,0.0
exhaustive,0,0,train,300003,9-16,160,640,160,0,16,642.6372795428924,650.9907675861281,-642.6372795428924,8.189784503497872,8.189784503497872,0.0,1.0041207492857693,1.0085499860459695,1.0373790121768787,-1.0041207492857693,0.1,0.0511861531468617,0.0511861531468617,
exhaustive,0,0,train,300003,17-24,160,640,160,0,16,642.952448885686,651.935420455672,-642.952448885686,8.189784503497872,8.189784503497872,0.0,1.0046132013838842,1.009281474347958,1.0380497227321566,-1.0046132013838842,0.1,0.0511861531468617,0.0511861531468617,
exhaustive,0,0,train,300003,25-32,160,640,160,0,16,643.3459136372276,653.0162913246999,-643.3459136372276,8.189784503497872,8.189784503497872,0.0,1.005227990058168,1.0101177927325324,1.0385322072209044,-1.005227990058168,0.1,0.0511861531468617,0.0511861531468617,
exhaustive,0,0,train,300004,all,640,2560,585,55,378,2351.7198200226876,2373.587682093408,-2350.6974159598594,15.834048684227543,15.834048684227543,0.0,0.9186405546963623,0.9629032601033904,1.0450585682422824,-0.91824117810932,0.6461538461538462,0.024740701069105538,0.02706674988756845,0.0
exhaustive,0,0,train,300004,1-8,160,640,105,55,66,398.6839256968294,367.9381490874793,-397.6615216340014,8.763962046940579,8.76396204694058,0.0,0.6229436339012959,0.7582238178461466,1.0321477418973468,-0.6213461275531272,0.6285714285714286,0.05477476279337862,0.08346630520895791,0.0
exhaustive,0,0,train,300004,9-16,160,640,160,0,104,650.9209405267358,668.2872090543874,-650.9209405267358,2.356695545762321,2.356695545762321,0.0,1.0170639695730246,1.0218604425984403,1.0452807580569645,-1.0170639695730246,0.65,0.014729347161014506,0.014729347161014506,
exhaustive,0,0,train,300004,17-24,160,640,160,0,104,651.0253902915612,668.5760262164298,-651.0253902915612,2.356695545762321,2.356695545762321,0.0,1.0172271723305644,1.0220812301197844,1.0451121149567775,-1.0172271723305644,0.65,0.014729347161014506,0.014729347161014506,
exhaustive,0,0,train,300004,25-32,160,640,160,0,104,651.0895635075614,668.7862977351122,-651.0895635075614,2.356695545762321,2.356695545762321,0.0,1.0173274429805645,1.0222419430893612,1.0450385342102384,-1.0173274429805645,0.65,0.014729347161014506,0.014729347161014506,
exhaustive,0,0,train,300005,all,640,2560,591,49,406,2358.288886460536,2372.7492161343353,-2356.9653111604944,12.659144510000015,12.659144510000015,0.0,0.9212065962736469,0.962733173081968,1.040228240868353,-0.9206895746720681,0.6869712351945855,0.019779913296875024,0.02141987226734351,0.0
exhaustive,0,0,train,300005,1-8,160,640,111,49,70,413.599668506001,386.22228981075114,-412.27609320595934,7.139859950000002,7.1398599500000035,0.0,0.6462494820406266,0.776834813734103,1.0248088464218827,-0.6441813956343114,0.6306306306306306,0.04462412468750001,0.06432306261261264,0.0
exhaustive,0,0,train,300005,9-16,160,640,160,0,112,647.5732759925338,660.7697409440636,-647.5732759925338,1.8397615200000041,1.8397615200000041,0.0,1.0118332437383342,1.0160968065224394,1.038928813094082,-1.0118332437383342,0.7,0.011498509500000026,0.011498509500000026,
exhaustive,0,0,train,300005,17-24,160,640,160,0,112,648.265868127233,662.2439143947105,-648.265868127233,1.8397615200000041,1.8397615200000041,0.0,1.0129154189488017,1.0172296280789972,1.0403890361802601,-1.0129154189488017,0.7,0.011498509500000026,0.011498509500000026,
exhaustive,0,0,train,300005,25-32,160,640,160,0,112,648.8500738347682,663.5132709848103,-648.8500738347682,1.8397615200000041,1.8397615200000041,0.0,1.0138282403668253,1.0182040492522932,1.0417427926117504,-1.0138282403668253,0.7,0.011498509500000026,0.011498509500000026,
exhaustive,0,0,train,300006,all,640,2560,598,42,92,2351.354865263428,2352.893024245285,-2347.769261189787,51.639411319822585,51.6394113198226,0.0,0.9184979942435266,0.9586964261933046,1.0245445134409308,-0.9170973676522605,0.15384615384615385,0.08068658018722279,0.08635353063515484,0.0
exhaustive,0,0,train,300006,1-8,160,640,118,42,20,430.1000717508481,408.61390136043553,-426.5144676772071,28.610893632495582,28.61089363249559,0.0,0.6720313621107001,0.7990364327586574,1.0203321882937377,-0.6664288557456362,0.1694915254237288,0.1788180852030974,0.24246520027538634,0.0
exhaustive,0,0,train,300006,9-16,160,640,160,0,24,639.9972194380254,647.2765196510322,-639.9972194380254,7.676172562442335,7.676172562442335,0.0,0.9999956553719146,1.0056687138191869,1.0231790973616386,-0.9999956553719146,0.15,0.04797607851526459,0.04797607851526459,
exhaustive,0,0,train,300006,17-24,160,640,160,0,24,640.4213084562808,648.0919241226738,-640.4213084562808,7.676172562442335,7.676172562442335,0.0,1.0006582944629387,1.0063019583811201,1.0242416334149982,-1.0006582944629387,0.15,0.04797607851526459,0.04797607851526459,
exhaustive,0,0,train,300006,25-32,160,640,160,0,24,640.8362656182736,648.9106791111429,-640.8362656182736,7.676172562442335,7.676172562442335,0.0,1.0013066650285525,1.0069374042666013,1.025289278831109,-1.0013066650285525,0.15,0.04797607851526459,0.04797607851526459,
exhaustive,0,0,train,300007,all,640,2560,602,38,357,2414.2340973351256,2453.1946885114726,-2413.3806314081594,20.780706956639023,20.780706956639023,0.0,0.9430601942715334,0.9789173485028213,1.0392438427027588,-0.9427268091438122,0.5930232558139535,0.032469854619748474,0.03451944677182562,0.0
exhaustive,0,0,train,300007,1-8,160,640,122,38,69,454.434047798037,439.0113725987594,-453.58058187107133,11.670472778471003,11.670472778471003,0.0,0.7100531996844328,0.8282241663254952,1.0366474028466774,-0.708719659173549,0.5655737704918032,0.07294045486544377,0.09565961293828691,0.0
exhaustive,0,0,train,300007,9-16,160,640,160,0,96,653.0445278748696,670.8726660338359,-653.0445278748696,3.036744726056006,3.036744726056006,0.0,1.0203820748044836,1.0238352116809954,1.0386510934110458,-1.0203820748044836,0.6,0.018979654537850037,0.018979654537850037,
exhaustive,0,0,train,300007,17-24,160,640,160,0,96,653.285415593203,671.429258507721,-653.285415593203,3.036744726056006,3.036744726056006,0.0,1.0207584618643797,1.0242598383312285,1.0392859218304704,-1.0207584618643797,0.6,0.018979654537850037,0.018979654537850037,
exhaustive,0,0,train,300007,25-32,160,640,160,0,96,653.4701060690161,671.8813913711565,-653.4701060690161,3.036744726056006,3.036744726056006,0.0,1.0210470407328376,1.024604642785417,1.0400361731311034,-1.0210470407328376,0.6,0.018979654537850037,0.018979654537850037,
exhaustive,0,0,train,300008,all,640,2560,599,41,120,2359.9485782990587,2360.572421240064,-2358.7746350657676,51.84132426077212,51.841324260772126,0.0,0.9218549133980698,0.9602596534515547,1.0292262194569495,-0.9213963418225655,0.2003338898163606,0.08100206915745643,0.08654645118659787,0.0
exhaustive,0,0,train,300008,1-8,160,640,119,41,24,433.0691657596959,412.50188182049556,-431.8952225264047,28.757402772494164,28.757402772494167,0.0,0.6766705714995249,0.8028288674085682,1.0251215503499185,-0.6748362851975074,0.20168067226890757,0.17973376732808852,0.24165884682768207,0.0
exhaustive,0,0,train,300008,9-16,160,640,160,0,32,642.1908494867582,648.9998994120281,-642.1908494867582,7.69464049609265,7.69464049609265,0.0,1.0034232023230598,1.0070066250185714,1.029701875415707,-1.0034232023230598,0.2,0.04809150310057907,0.04809150310057907,
exhaustive,0,0,train,300008,17-24,160,640,160,0,32,642.2821386642952,649.334632891866,-642.2821386642952,7.69464049609265,7.69464049609265,0.0,1.0035658416629611,1.0072662825159695,1.029672449487338,-1.0035658416629611,0.2,0.04809150310057907,0.04809150310057907,
exhaustive,0,0,train,300008,25-32,160,640,160,0,32,642.4064243883092,649.7360071156743,-642.4064243883092,7.69464049609265,7.69464049609265,0.0,1.003760038106733,1.0075775459577496,1.0295903277910148,-1.003760038106733,0.2,0.04809150310057907,0.04809150310057907,
exhaustive,0,0,train,300009,all,640,2560,592,48,0,2358.9212521364116,2377.918976563635,-2355.1124689301614,69.07156180728073,69.07156180728073,0.0,0.9214536141157857,0.9637814068657736,1.0341172135912782,-0.9199658081758443,0.0,0.10792431532387614,0.1166749354852715,0.0
exhaustive,0,0,train,300009,1-8,160,640,112,48,0,420.7098588641893,397.64668713590004,-416.9010756579385,38.1990302229551,38.19903022295511,0.0,0.6573591544752958,0.7882404129768048,1.024200834573927,-0.6514079307155289,0.0,0.2387439388934694,0.3410627698478135,0.0
exhaustive,0,0,train,300009,9-16,160,640,160,0,0,646.3299533321824,660.6709082703694,-646.3299533321824,10.290843861441875,10.290843861441875,0.0,1.009890552081535,1.016020813848049,1.034511796802457,-1.009890552081535,0.0,0.06431777413401171,0.06431777413401171,
exhaustive,0,0,train,300009,17-24,160,640,160,0,0,646.0139562550303,659.9740480785415,-646.0139562550303,10.290843861441875,10.290843861441875,0.0,1.0093968066484849,1.0154848350038128,1.0346698190534374,-1.0093968066484849,0.0,0.06431777413401171,0.06431777413401171,
exhaustive,0,0,train,300009,25-32,160,640,160,0,0,645.8674836850096,659.6273330788244,-645.8674836850096,10.290843861441875,10.290843861441875,0.0,1.0091679432578275,1.0152180593033515,1.034959944429051,-1.0091679432578275,0.0,0.06431777413401171,0.06431777413401171,
exhaustive,0,0,train,300010,all,640,2560,590,50,141,2382.306538296343,2412.3366611748893,-2381.975016143146,46.32569067683214,46.325690676832146,0.0,0.9305884915220091,0.9707311719891564,1.0453713310428865,-0.9304589906809164,0.23898305084745763,0.07238389168255022,0.07851811979124093,0.0
exhaustive,0,0,train,300010,1-8,160,640,110,50,22,418.07328828242385,391.5921138938017,-417.74176612922656,26.103638827289846,26.103638827289842,0.0,0.6532395129412872,0.7822165160357234,1.0360564961835794,-0.6527215095769165,0.2,0.16314774267056154,0.23730580752081676,0.0
exhaustive,0,0,train,300010,9-16,160,640,160,0,39,654.4208699295278,672.8783743719578,-654.4208699295278,6.767150616514099,6.767150616514099,0.0,1.0225326092648872,1.0253645497851893,1.0444556867205823,-1.0225326092648872,0.24375,0.04229469135321312,0.04229469135321312,
exhaustive,0,0,train,300010,17-24,160,640,160,0,40,654.7205622548219,673.5304164681746,-654.7205622548219,6.7274506165140995,6.7274506165140995,0.0,1.0230008785231592,1.0258612360994652,1.0457096700989927,-1.0230008785231592,0.25,0.04204656635321312,0.04204656635321312,
exhaustive,0,0,train,300010,25-32,160,640,160,0,40,655.0918178295698,674.3357564409553,-655.0918178295698,6.7274506165140995,6.7274506165140995,0.0,1.0235809653587027,1.0264743637514737,1.046553204391646,-1.0235809653587027,0.25,0.04204656635321312,0.04204656635321312,
exhaustive,0,0,train,300011,all,640,2560,588,52,28,2344.492395379336,2357.6015515942177,-2342.325541547595,62.497992833131185,62.497992833131185,0.0,0.915817341945053,0.9596552016695847,1.029300182453633,-0.9149709146670293,0.047619047619047616,0.09765311380176747,0.10628910345770609,0.0
exhaustive,0,0,train,300011,1-8,160,640,108,52,4,405.0588508259023,378.00122021132796,-402.891996994162,34.452681255356524,34.452681255356524,0.0,0.6329044544154724,0.7685225478671396,1.018512033014027,-0.6295187453033781,0.037037037037037035,0.21532925784597828,0.3190063079199678,0.0
exhaustive,0,0,train,300011,9-16,160,640,160,0,8,646.1668238799983,659.186072275432,-646.1668238799983,9.348437192591554,9.348437192591554,0.0,1.0096356623124974,1.0148784350504068,1.0295888147284562,-1.0096356623124974,0.05,0.058427732453697215,0.058427732453697215,
exhaustive,0,0,train,300011,17-24,160,640,160,0,8,646.4859266757929,659.885219383998,-646.4859266757929,9.348437192591554,9.348437192591554,0.0,1.0101342604309265,1.0154164935077117,1.0297313061044837,-1.0101342604309265,0.05,0.058427732453697215,0.058427732453697215,
exhaustive,0,0,train,300011,25-32,160,640,160,0,8,646.7807939976418,660.5290397234593,-646.7807939976418,9.348437192591554,9.348437192591554,0.0,1.0105949906213154,1.0159117208536896,1.0299092122321303,-1.0105949906213154,0.05,0.058427732453697215,0.058427732453697215,
exhaustive,0,0,train,300012,all,640,2560,580,60,169,2311.3634708740465,2308.183262462036,-2309.357598617634,42.80091891681417,42.80091891681417,0.0,0.9028763558101744,0.9495441468932515,1.0330598574187415,-0.9020928119600132,0.2913793103448276,0.06687643580752214,0.07379468778761064,0.0
exhaustive,0,0,train,300012,1-8,160,640,100,60,25,378.7615347135927,341.1010289230234,-376.7556624571797,23.566597164743524,23.566597164743527,0.0,0.5918148979899887,0.7300481886096453,1.0191165345928987,-0.5886807225893433,0.25,0.14729123227964702,0.23566597164743527,0.0
exhaustive,0,0,train,300012,9-16,160,640,160,0,48,643.6368382594417,654.428016306099,-643.6368382594417,6.411440584023549,6.411440584023549,0.0,1.0056825597803776,1.011209066157083,1.0320323086298697,-1.0056825597803776,0.3,0.04007150365014718,0.04007150365014718,
exhaustive,0,0,train,300012,17-24,160,640,160,0,48,644.1941355935166,655.6703861512278,-644.1941355935166,6.411440584023549,6.411440584023549,0.0,1.0065533368648698,1.0121684535497506,1.0330821679510513,-1.0065533368648698,0.3,0.04007150365014718,0.04007150365014718,
exhaustive,0,0,train,300012,25-32,160,640,160,0,48,644.7709623074959,656.9838310816857,-644.7709623074959,6.411440584023549,6.411440584023549,0.0,1.0074546286054624,1.0131817389121924,1.034569616576318,-1.0074546286054624,0.3,0.04007150365014718,0.04007150365014718,
exhaustive,0,0,train,300013,all,640,2560,585,55,144,2350.192195744051,2365.9328597923814,-2348.642063214178,43.174462633477646,43.174462633477646,0.0,0.9180438264625199,0.9613493243126554,1.0439450413138098,-0.9174383059430383,0.24615384615384617,0.06746009786480882,0.07380250022816691,0.0
exhaustive,0,0,train,300013,1-8,160,640,105,55,24,400.4901284724402,369.2867460918603,-398.9399959425671,23.835520929976745,23.835520929976745,0.0,0.6257658257381877,0.7596120988824044,1.018303173661547,-0.6233437436602611,0.22857142857142856,0.14897200581235465,0.22700496123787375,0.0
exhaustive,0,0,train,300013,9-16,160,640,160,0,40,649.5681800951064,664.8555066526128,-649.5681800951064,6.446313901166968,6.446313901166968,0.0,1.0149502813986038,1.0192334026829712,1.0432164921783367,-1.0149502813986038,0.25,0.04028946188229355,0.04028946188229355,
exhaustive,0,0,train,300013,17-24,160,640,160,0,40,649.8846763951518,665.5220423342407,-649.8846763951518,6.446313901166968,6.446313901166968,0.0,1.0154448068674247,1.019744179266178,1.0442105906675094,-1.0154448068674247,0.25,0.04028946188229355,0.04028946188229355,
exhaustive,0,0,train,300013,25-32,160,640,160,0,40,650.2492107813526,666.2685647136674,-650.2492107813526,6.446313901166968,6.446313901166968,0.0,1.0160143918458635,1.0203159473247025,1.0447354977377215,-1.0160143918458635,0.25,0.04028946188229355,0.04028946188229355,
exhaustive,0,0,train,300014,all,640,2560,579,61,405,2341.1634816806104,2364.8432533222613,-2340.583578792469,13.278879069708614,13.278879069708614,0.0,0.9145169850314885,0.9611279289610766,1.047509201931879,-0.9142904604658082,0.6994818652849741,0.02074824854641971,0.0229341607421565,0.0
exhaustive,0,0,train,300014,1-8,160,640,99,61,69,384.25120817162434,350.1968270641228,-383.6713052834827,7.256353328060943,7.256353328060943,0.0,0.6003925127681631,0.7397178802000746,1.0278517122724709,-0.5994864145054417,0.696969696969697,0.04535220830038089,0.07329649826324185,0.0
exhaustive,0,0,train,300014,9-16,160,640,160,0,112,652.1695736868696,671.3329618942578,-652.1695736868696,2.0075085805492234,2.0075085805492234,0.0,1.0190149588857338,1.0241863858496547,1.0480752339019626,-1.0190149588857338,0.7,0.012546928628432647,0.012546928628432647,
exhaustive,0,0,train,300014,17-24,160,640,160,0,112,652.2901973667012,671.5248160630227,-652.2901973667012,2.0075085805492234,2.0075085805492234,0.0,1.0192034333854707,1.0243327218723772,1.0477705869256704,-1.0192034333854707,0.7,0.012546928628432647,0.012546928628432647,
exhaustive,0,0,train,300014,25-32,160,640,160,0,112,652.452502455415,671.7886483008582,-652.452502455415,2.0075085805492234,2.0075085805492234,0.0,1.019457035086586,1.0245339247531489,1.0477632733426243,-1.019457035086586,0.7,0.012546928628432647,0.012546928628432647,
exhaustive,0,0,train,300015,all,640,2560,589,51,121,2394.5069888714597,2451.155053204694,-2393.896109114631,48.29303071018319,48.29303071018319,0.0,0.9353542925279139,0.9785103181152888,1.05872350389255,-0.9351156676229028,0.20543293718166383,0.07545786048466123,0.08199156317518368,0.0
exhaustive,0,0,train,300015,1-8,160,640,109,51,25,417.77427328953024,396.21884958341445,-417.1633935327015,26.530389099459324,26.530389099459324,0.0,0.652772302014891,0.7868239653658785,1.0449030491199076,-0.6518178023948461,0.22935779816513763,0.16581493187162077,0.24339806513265436,0.0
exhaustive,0,0,train,300015,9-16,160,640,160,0,32,658.9083942216554,684.8326761133346,-658.9083942216554,7.254213870241288,7.254213870241288,0.0,1.0295443659713366,1.0344327220400007,1.0588178254489393,-1.0295443659713366,0.2,0.04533883668900805,0.04533883668900805,
exhaustive,0,0,train,300015,17-24,160,640,160,0,32,658.925991192899,685.0136577781359,-658.925991192899,7.254213870241288,7.254213870241288,0.0,1.0295718612389047,1.0345693984834161,1.0586426564317735,-1.0295718612389047,0.2,0.04533883668900805,0.04533883668900805,
exhaustive,0,0,train,300015,25-32,160,640,160,0,32,658.8983301673749,685.0898697298088,-658.8983301673749,7.254213870241288,7.254213870241288,0.0,1.0295286408865232,1.0346269479637702,1.0588030734390559,-1.0295286408865232,0.2,0.04533883668900805,0.04533883668900805,
exhaustive,0,0,train,300016,all,640,2560,584,56,262,2322.1301592874192,2321.326121419857,-2320.2681855507517,28.927003486414158,28.927003486414158,0.0,0.9070820934716481,0.9522436747910861,1.0268918074649918,-0.9063547599807624,0.4486301369863014,0.04519844294752212,0.0495325402164626,0.0
exhaustive,0,0,train,300016,1-8,160,640,104,56,46,391.5059379774239,357.88475002341215,-389.6439642407566,15.88656679754352,15.886566797543523,0.0,0.6117280280897248,0.7477933684592165,1.0154526281248482,-0.6088186941261822,0.4423076923076923,0.099291042484647,0.15275544997638002,0.0
exhaustive,0,0,train,300016,9-16,160,640,160,0,72,642.9939233834465,653.3363826230732,-642.9939233834465,4.346812229623545,4.346812229623545,0.0,1.004678005286635,1.010365328902646,1.025320569151993,-1.004678005286635,0.45,0.027167576435147157,0.027167576435147157,
exhaustive,0,0,train,300016,17-24,160,640,160,0,72,643.5484432975371,654.4959013958414,-643.5484432975371,4.346812229623545,4.346812229623545,0.0,1.0055444426524018,1.0112615121376876,1.026897772628358,-1.0055444426524018,0.45,0.027167576435147157,0.027167576435147157,
exhaustive,0,0,train,300016,25-32,160,640,160,0,72,644.0818546290119,655.6090873775299,-644.0818546290119,4.346812229623545,4.346812229623545,0.0,1.006377897857831,1.0121211385142543,1.028622198704174,-1.006377897857831,0.45,0.027167576435147157,0.027167576435147157,
exhaustive,0,0,train,300017,all,640,2560,579,61,411,2346.927855763656,2368.8067077094756,-2346.035615115114,12.61641263099014,12.616412630990142,0.0,0.9167686936576782,0.9619330123241503,1.0517839081167413,-0.9164201621543414,0.7098445595854922,0.019713144735922096,0.021790004544024424,0.0
exhaustive,0,0,train,300017,1-8,160,640,99,61,75,389.97505851654523,352.8899705172201,-389.08281786800285,5.280646488305812,5.280646488305813,0.0,0.6093360289321019,0.7425567849889706,1.0293507530096344,-0.6079419029187545,0.7575757575757576,0.03300404055191132,0.05333986351824053,0.0
exhaustive,0,0,train,300017,9-16,160,640,160,0,112,650.0748441300207,668.9027990198553,-650.0748441300207,3.4487603783188026,3.4487603783188026,0.0,1.0157419439531572,1.022330975500852,1.0511666149414314,-1.0157419439531572,0.7,0.021554752364492516,0.021554752364492516,
exhaustive,0,0,train,300017,17-24,160,640,160,0,112,653.3250362963095,673.3042250787206,-653.3250362963095,1.9435028821827638,1.9435028821827638,0.0,1.0208203692129836,1.025688964396859,1.0523357474206785,-1.0208203692129836,0.7,0.012146893013642274,0.012146893013642274,
exhaustive,0,0,train,300017,25-32,160,640,160,0,112,653.5529168207809,673.7097130936794,-653.5529168207809,1.9435028821827638,1.9435028821827638,0.0,1.0211764325324701,1.0259977712982002,1.0530931487641135,-1.0211764325324701,0.7,0.012146893013642274,0.012146893013642274,
exhaustive,0,0,train,300018,all,640,2560,589,51,439,2342.3657795720937,2344.952085965101,-2341.624210339863,10.165094889821042,10.165094889821042,0.0,0.9149866326453491,0.9570772740902992,1.026811130930861,-0.914696957164009,0.7453310696095077,0.01588296076534538,0.01725822561939056,0.0
exhaustive,0,0,train,300018,1-8,160,640,109,51,79,404.92752836618126,375.47487238282326,-404.1859591339505,5.673717643524683,5.673717643524682,0.0,0.6326992630721582,0.7659500558771188,1.0222720265932086,-0.6315405611467977,0.7247706422018348,0.03546073527202927,0.05205245544518057,0.0
exhaustive,0,0,train,300018,9-16,160,640,160,0,120,645.4121824953727,655.5857555695693,-645.4121824953727,1.4971257487654528,1.4971257487654528,0.0,1.0084565351490198,1.0121031286768418,1.0263008208228686,-1.0084565351490198,0.75,0.00935703592978408,0.00935703592978408,
exhaustive,0,0,train,300018,17-24,160,640,160,0,120,645.7819849927,656.4255824507599,-645.7819849927,1.4971257487654528,1.4971257487654528,0.0,1.0090343515510938,1.0127511898681296,1.0273045851597973,-1.0090343515510938,0.75,0.00935703592978408,0.00935703592978408,
exhaustive,0,0,train,300018,25-32,160,640,160,0,120,646.2440837178401,657.4658755619488,-646.2440837178401,1.4971257487654528,1.4971257487654528,0.0,1.0097563808091252,1.0135533683854763,1.0280799088748582,-1.0097563808091252,0.75,0.00935703592978408,0.00935703592978408,
exhaustive,0,0,train,300019,all,640,2560,545,95,118,2259.470592948287,2223.6307339334553,-2257.623089139701,40.61503544592347,40.61503544592347,0.0,0.8826057003704246,0.9319902120960047,1.0551536538301334,-0.8818840191951957,0.21651376146788992,0.06346099288425541,0.0745230008182082,0.0
exhaustive,0,0,train,300019,1-8,160,640,72,88,22,345.86978374298974,274.2662771638122,-344.0222799344034,13.832260335208654,13.832260335208654,0.0,0.5404215370984214,0.6546304744422281,1.0086557605703017,-0.5375348123975053,0.3055555555555556,0.08645162709505408,0.19211472687789796,0.0
exhaustive,0,0,train,300019,9-16,160,640,153,7,32,613.3628573085282,616.4794836126871,-613.3628573085282,13.967577038179938,13.967577038179938,0.0,0.9583794645445753,0.981452593427122,1.05495140637628,-0.9583794645445753,0.20915032679738563,0.0872973564886246,0.09129135319071854,0.0
exhaustive,0,0,train,300019,17-24,160,640,160,0,32,650.1170541074412,666.3730091551773,-650.1170541074412,6.407599036267438,6.407599036267438,0.0,1.0158078970428768,1.020395916693596,1.0557536725063605,-1.0158078970428768,0.2,0.04004749397667149,0.04004749397667149,
